cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,polintr,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtdgcl,mmbprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
ES,ESS1-6e01,1.0,26.11.2014,98225,ESS6e02_1,6,2.1,503,1.25763698350497,1.88302723614342,2.073567867,3,,,0,2,5,0,0,2,5,1,1,1,1,1,1,1,2,1,2,,3,8,5,3,5,2,4,3,1,,,8,3,3,3,2,5,5,1,3,1,3,1,1,3,2,1,1,2,1,2,1,1,2,2,1,1,3,1,
ES,ESS1-6e01,1.0,26.11.2014,98226,ESS6e02_1,6,2.1,504,1.12262082155295,0.864295767262274,2.073567867,3,,,88,4,6,2,1,88,88,3,1,2,2,2,2,1,2,2,6,,88,8,3,0,5,4,0,2,2,,,6,2,3,2,6,5,8,5,4,3,4,2,4,3,4,4,2,4,4,3,2,5,4,5,4,5,5,4,
ES,ESS1-6e01,1.0,26.11.2014,98227,ESS6e02_1,6,2.1,505,0.918753843848565,0.842395795706894,2.073567867,3,,,5,6,7,5,5,6,4,1,2,2,2,2,1,2,2,1,7,,3,9,4,2,6,4,5,2,1,,,7,1,1,1,8,9,8,3,5,2,4,3,6,4,4,3,5,3,3,5,3,5,4,4,2,3,4,3,
ES,ESS1-6e01,1.0,26.11.2014,98228,ESS6e02_1,6,2.1,506,1.00620201748673,1.07292943749479,2.073567867,3,,,4,6,5,1,3,5,5,1,2,2,2,1,1,1,2,2,6,,3,7,1,4,5,4,4,3,2,,,8,1,2,2,9,8,6,3,5,4,4,4,2,5,3,4,3,4,3,5,5,5,4,4,3,4,3,3,
ES,ESS1-6e01,1.0,26.11.2014,98229,ESS6e02_1,6,2.1,508,0.940135987256428,0.998351318434469,2.073567867,3,,,3,0,4,0,0,0,0,2,2,1,1,2,1,1,2,2,6,,5,6,1,5,7,5,0,2,1,,,3,3,4,4,4,5,5,1,3,1,3,2,2,2,4,2,1,1,2,3,2,1,2,4,1,3,4,1,
ES,ESS1-6e01,1.0,26.11.2014,98230,ESS6e02_1,6,2.1,509,0.916379271581151,0.884215870043447,2.073567867,1,,,1,6,4,2,1,3,5,1,1,1,1,1,1,1,1,1,2,,0,5,0,0,1,3,8,1,1,,,1,1,1,1,5,6,6,2,2,3,2,3,2,3,2,2,2,3,3,2,2,3,3,4,3,3,2,3,
ES,ESS1-6e01,1.0,26.11.2014,98231,ESS6e02_1,6,2.1,511,0.946386696776797,0.975303698549808,2.073567867,3,,,5,3,8,1,1,5,5,2,2,2,2,2,2,2,2,2,6,,5,9,2,2,4,4,7,3,1,,,5,2,2,2,8,8,8,2,5,1,5,1,4,3,2,2,4,3,1,6,1,6,2,5,2,2,3,4,
ES,ESS1-6e01,1.0,26.11.2014,98232,ESS6e02_1,6,2.1,512,0.833997467741353,4.00418425994398,2.073567867,3,,,88,8,9,0,4,88,88,1,1,2,1,2,2,2,2,2,6,,5,6,3,4,6,7,7,3,4,,,6,1,1,1,5,5,6,2,5,2,3,5,3,6,2,4,3,2,2,4,7,4,5,4,1,3,4,2,
ES,ESS1-6e01,1.0,26.11.2014,98233,ESS6e02_1,6,2.1,514,0.903309327179445,0.702985149968547,2.073567867,4,,,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,2,,2,8,0,0,0,0,0,1,1,,,4,1,1,1,7,10,5,1,3,1,3,4,1,2,1,2,1,1,1,2,1,1,1,4,2,2,4,2,
ES,ESS1-6e01,1.0,26.11.2014,98234,ESS6e02_1,6,2.1,515,0.893480548961367,1.16409358549907,2.073567867,2,,,5,5,8,3,3,5,88,1,2,2,2,2,1,2,2,2,6,,4,8,4,4,8,88,88,1,1,,,0,3,3,3,5,5,5,3,4,1,2,1,4,3,1,1,4,1,2,4,1,6,1,1,1,3,1,6,
ES,ESS1-6e01,1.0,26.11.2014,98235,ESS6e02_1,6,2.1,519,1.10286081762602,0.782402137534313,2.073567867,3,,,5,4,7,3,5,5,7,3,2,2,2,2,2,1,2,2,6,,3,6,4,5,5,5,5,3,2,,,6,2,2,3,6,7,5,2,4,1,2,1,2,2,2,2,3,3,2,3,2,4,2,2,2,1,3,4,
ES,ESS1-6e01,1.0,26.11.2014,98236,ESS6e02_1,6,2.1,520,0.949364981526006,1.35481308690193,2.073567867,3,,,5,3,7,4,4,7,5,1,2,1,1,2,2,2,2,1,2,,7,8,2,8,7,4,8,2,3,,,4,2,3,4,6,5,2,2,5,1,2,2,2,1,1,2,1,2,2,3,1,5,1,3,1,2,3,3,
ES,ESS1-6e01,1.0,26.11.2014,98237,ESS6e02_1,6,2.1,522,1.08909902274222,1.03414374849097,2.073567867,3,,,6,5,8,2,2,7,7,2,1,2,2,2,1,1,2,2,6,,5,9,2,2,4,7,8,1,1,,,3,4,4,4,2,5,5,1,5,1,2,1,4,5,1,1,2,1,1,2,3,5,1,4,1,1,3,3,
ES,ESS1-6e01,1.0,26.11.2014,98238,ESS6e02_1,6,2.1,523,1.03865824990032,1.09930465560391,2.073567867,4,,,3,8,9,0,0,3,5,1,2,2,1,2,1,1,2,1,3,,6,9,3,6,6,5,4,1,2,,,6,2,3,3,6,7,5,2,3,1,2,2,4,2,2,2,3,2,2,2,1,4,2,2,2,1,2,4,
ES,ESS1-6e01,1.0,26.11.2014,98239,ESS6e02_1,6,2.1,525,0.943686415169826,0.692601812086252,2.073567867,3,,,4,3,7,1,1,3,3,1,2,2,2,2,1,2,2,2,6,,5,8,1,2,1,5,5,2,2,,,5,2,2,2,5,5,5,4,4,3,1,2,4,5,5,4,4,1,1,2,1,5,2,2,2,3,2,2,
ES,ESS1-6e01,1.0,26.11.2014,98240,ESS6e02_1,6,2.1,528,0.942579303930817,0.971379970028999,2.073567867,3,,,1,1,4,0,0,4,5,1,2,2,2,2,1,2,2,1,8,,3,2,0,0,2,3,5,8,2,,,4,2,2,2,4,6,2,5,4,1,5,2,3,1,1,2,2,5,1,5,1,5,1,5,1,1,1,3,
ES,ESS1-6e01,1.0,26.11.2014,98241,ESS6e02_1,6,2.1,530,1.08055997642433,0.714451310430839,2.073567867,4,,,2,1,5,0,0,88,2,1,2,2,2,2,1,2,2,2,6,,2,9,0,0,3,3,5,1,1,,,8,1,1,1,8,5,5,1,5,1,5,2,3,2,1,1,6,2,1,5,2,6,1,3,2,1,1,2,
ES,ESS1-6e01,1.0,26.11.2014,98242,ESS6e02_1,6,2.1,531,0.921816680834527,0.91826748651628,2.073567867,3,,,6,5,9,8,8,8,8,2,2,2,2,2,2,2,2,2,6,,7,7,6,8,7,7,6,2,3,,,6,2,2,3,8,7,7,1,1,2,2,2,1,2,2,2,1,1,2,2,4,2,2,2,1,2,3,3,
ES,ESS1-6e01,1.0,26.11.2014,98243,ESS6e02_1,6,2.1,532,1.12553215205503,0.807609906978482,2.073567867,4,,,0,2,3,0,0,0,0,1,2,2,2,2,2,2,2,2,6,,1,9,0,0,2,0,2,1,1,,,10,1,1,1,10,10,8,2,6,1,6,2,3,6,2,1,3,1,2,6,8,5,6,6,2,1,6,2,
ES,ESS1-6e01,1.0,26.11.2014,98244,ESS6e02_1,6,2.1,534,1.08589849769268,0.668034543838398,2.073567867,2,,,8,0,8,3,3,4,7,1,2,2,2,2,2,2,2,1,2,,8,7,3,6,6,6,5,1,2,,,5,2,2,2,0,5,3,3,5,1,6,1,4,2,1,1,3,5,1,6,1,6,1,1,1,1,1,4,
ES,ESS1-6e01,1.0,26.11.2014,98245,ESS6e02_1,6,2.1,535,0.928332824530752,0.8669694021886,2.073567867,1,,,3,7,7,2,1,5,6,2,2,2,2,2,2,2,2,2,6,,2,9,0,0,3,1,6,1,1,,,10,1,1,1,9,9,9,1,5,1,3,4,1,4,1,2,3,1,1,2,3,3,3,5,1,1,4,2,
ES,ESS1-6e01,1.0,26.11.2014,98246,ESS6e02_1,6,2.1,536,0.92195647408754,0.567178952435984,2.073567867,3,,,1,5,10,1,0,1,10,2,2,2,2,2,2,2,2,2,6,,0,0,0,0,0,2,3,1,1,,,10,1,1,1,10,10,10,2,5,2,2,1,2,1,1,1,2,7,1,3,2,2,3,2,1,1,1,2,
ES,ESS1-6e01,1.0,26.11.2014,98247,ESS6e02_1,6,2.1,538,0.924792601317958,0.568923711094553,2.073567867,4,,,5,5,4,5,4,5,5,1,2,2,2,2,2,2,2,1,2,,0,10,1,1,4,7,6,2,2,,,7,2,2,2,1,5,2,2,2,1,1,1,2,2,1,1,4,3,2,3,3,5,2,5,2,2,1,4,
ES,ESS1-6e01,1.0,26.11.2014,98248,ESS6e02_1,6,2.1,540,0.931657051430585,1.1021689196731,2.073567867,2,,,6,9,5,1,0,6,8,3,2,2,2,2,2,2,2,2,6,,5,8,2,6,7,5,9,2,2,,,6,2,4,3,5,6,5,2,2,2,2,1,4,2,4,5,2,1,1,1,1,1,1,1,2,2,2,3,
ES,ESS1-6e01,1.0,26.11.2014,98249,ESS6e02_1,6,2.1,542,1.04597425460109,1.23042267461173,2.073567867,4,,,0,5,9,0,0,88,88,1,2,2,1,2,2,2,2,2,6,,5,10,10,77,0,7,10,2,3,,,88,2,2,2,0,0,7,1,5,1,5,1,2,5,1,1,1,1,1,5,2,5,2,2,1,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,98250,ESS6e02_1,6,2.1,545,1.09902624956108,0.849563971212888,2.073567867,3,,,5,2,7,0,0,5,5,2,2,2,2,2,1,2,2,2,6,,5,9,2,2,5,7,7,1,1,,,5,1,1,1,7,7,8,5,5,1,2,2,3,3,1,1,4,2,2,3,1,6,1,5,2,2,1,4,
ES,ESS1-6e01,1.0,26.11.2014,98251,ESS6e02_1,6,2.1,546,0.945934418034799,0.79246307341039,2.073567867,3,,,5,5,7,1,1,5,5,1,2,2,2,2,2,2,2,1,3,,8,8,2,2,4,6,6,2,2,,,5,2,2,3,4,6,4,4,4,3,3,2,3,3,2,2,2,4,2,3,2,5,2,5,2,2,2,3,
ES,ESS1-6e01,1.0,26.11.2014,98252,ESS6e02_1,6,2.1,547,0.943846296041013,0.972685675178438,2.073567867,4,,,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,2,6,,10,7,0,0,3,0,5,1,4,,,10,3,1,4,0,0,0,2,5,1,1,1,1,2,4,1,1,1,1,1,1,5,1,1,1,2,1,3,
ES,ESS1-6e01,1.0,26.11.2014,98253,ESS6e02_1,6,2.1,548,1.05491420549512,1.21984842235756,2.073567867,4,,,0,0,10,0,0,2,2,1,2,2,2,2,2,2,2,8,6,,4,3,2,0,4,4,8,2,2,,,3,1,2,2,3,5,3,2,5,5,2,5,5,2,2,2,5,5,2,5,2,5,1,2,1,2,2,5,
ES,ESS1-6e01,1.0,26.11.2014,98254,ESS6e02_1,6,2.1,549,1.00225363264142,1.0212441466734,2.073567867,3,,,3,2,2,1,1,3,7,1,2,2,2,2,2,1,2,2,6,,2,7,0,1,2,3,0,1,2,,,5,2,2,3,5,5,4,2,5,1,2,2,3,5,2,2,2,2,2,4,3,3,3,5,1,2,4,1,
ES,ESS1-6e01,1.0,26.11.2014,98255,ESS6e02_1,6,2.1,551,1.04900313757774,1.21301316910168,2.073567867,3,,,4,4,8,6,4,5,6,1,2,2,2,2,2,2,2,2,6,,5,6,4,4,5,7,6,2,2,,,6,3,3,3,3,6,2,2,5,2,2,2,2,2,4,2,2,2,2,2,2,5,2,2,2,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,98256,ESS6e02_1,6,2.1,552,1.06577025384562,1.13059246930682,2.073567867,1,,,0,0,8,0,0,3,3,1,2,2,2,2,2,2,1,1,1,,5,5,0,0,0,0,10,3,1,,,7,3,3,3,5,7,5,1,6,1,4,1,1,1,1,1,3,1,1,3,1,6,6,3,1,1,1,3,
ES,ESS1-6e01,1.0,26.11.2014,98257,ESS6e02_1,6,2.1,553,1.10955301174742,1.17703817962244,2.073567867,3,,,5,7,10,2,2,7,8,1,2,2,1,2,2,2,2,1,3,,5,10,0,7,4,8,8,1,4,,,10,3,3,3,4,5,10,1,4,1,1,1,1,1,1,1,4,1,1,2,1,1,1,6,1,1,1,4,
ES,ESS1-6e01,1.0,26.11.2014,98258,ESS6e02_1,6,2.1,554,1.10797335810549,0.732576659442693,2.073567867,4,,,3,2,5,2,3,5,88,1,2,2,2,2,2,2,2,2,6,,7,10,1,3,6,5,5,3,2,,,6,4,3,3,0,0,0,4,5,2,4,1,4,3,1,1,5,3,1,6,1,6,3,3,1,2,1,4,
ES,ESS1-6e01,1.0,26.11.2014,98259,ESS6e02_1,6,2.1,555,0.967342981116374,0.644692508822485,2.073567867,4,,,0,1,3,0,0,4,5,2,2,2,2,2,1,2,1,2,6,,3,4,0,0,2,4,4,1,1,,,8,2,2,2,8,10,8,1,3,1,3,2,2,5,2,2,2,1,2,4,2,3,3,3,2,2,3,3,
ES,ESS1-6e01,1.0,26.11.2014,98260,ESS6e02_1,6,2.1,556,0.943764557786817,0.916053394057549,2.073567867,2,,,4,6,8,3,1,4,3,1,2,2,2,2,2,2,2,2,6,,9,8,4,6,4,7,7,4,1,,,5,2,3,3,5,5,5,1,5,4,4,5,2,6,3,3,3,1,2,3,2,3,6,3,2,2,6,2,
ES,ESS1-6e01,1.0,26.11.2014,98261,ESS6e02_1,6,2.1,558,1.09926110148204,1.13284920516717,2.073567867,1,,,0,0,7,0,0,4,0,1,2,2,2,1,1,1,1,1,2,,0,9,0,0,0,9,9,1,1,,,7,1,2,3,8,7,8,1,4,2,4,2,1,2,2,1,3,2,2,3,3,1,2,5,2,1,3,2,
ES,ESS1-6e01,1.0,26.11.2014,98262,ESS6e02_1,6,2.1,561,0.938032978504584,0.799657334619924,2.073567867,3,,,3,88,4,4,4,88,88,3,2,2,2,2,2,2,2,1,2,,4,6,2,1,6,3,3,2,3,,,6,2,2,2,4,6,5,3,3,3,2,5,5,4,3,2,2,2,3,2,2,3,3,2,2,2,2,3,
ES,ESS1-6e01,1.0,26.11.2014,98263,ESS6e02_1,6,2.1,563,1.00631381718767,0.936728593044287,2.073567867,3,,,6,6,9,6,6,5,6,1,2,2,2,2,2,2,2,2,6,,77,7,4,3,6,7,8,2,1,,,6,2,2,2,5,8,7,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,3,1,
ES,ESS1-6e01,1.0,26.11.2014,98264,ESS6e02_1,6,2.1,567,0.900353147884037,0.881643337175174,2.073567867,3,,,6,5,5,3,3,5,5,1,2,2,2,1,2,1,2,2,6,,3,4,1,0,2,5,4,1,2,,,6,4,4,4,0,0,0,1,6,1,2,2,4,4,2,1,5,2,1,2,2,5,3,3,1,2,2,5,
ES,ESS1-6e01,1.0,26.11.2014,98265,ESS6e02_1,6,2.1,568,0.940497448803734,0.822920614613791,2.073567867,3,,,5,5,7,6,6,8,8,1,2,2,2,2,1,2,1,2,6,,5,8,3,3,4,5,7,4,2,,,5,4,4,4,4,4,4,4,5,2,5,1,1,2,1,2,3,2,1,5,2,6,1,4,2,1,1,6,
ES,ESS1-6e01,1.0,26.11.2014,98266,ESS6e02_1,6,2.1,569,0.966599743995819,1.21736142077484,2.073567867,2,,,3,5,9,0,1,6,8,1,1,2,1,1,1,1,2,1,2,,2,8,1,0,4,6,6,2,1,,,5,2,2,2,6,8,5,1,5,1,3,1,3,3,1,1,4,2,1,4,1,6,2,5,1,1,2,4,
ES,ESS1-6e01,1.0,26.11.2014,98267,ESS6e02_1,6,2.1,571,0.965928414495767,1.5252778459413,2.073567867,2,,,3,2,4,1,1,1,2,1,2,2,2,2,2,1,2,1,3,,4,7,2,0,2,6,6,4,2,,,8,1,1,1,10,10,7,2,5,2,2,2,5,2,2,2,4,2,2,4,2,5,2,5,2,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,98268,ESS6e02_1,6,2.1,572,0.900166983135878,0.881461040781554,2.073567867,3,,,4,7,10,5,0,88,88,1,2,2,2,2,2,2,2,1,3,,6,10,5,7,6,4,5,2,2,,,88,2,2,2,8,8,8,2,5,2,5,2,5,5,2,2,3,2,2,2,2,5,2,4,1,1,3,4,
ES,ESS1-6e01,1.0,26.11.2014,98269,ESS6e02_1,6,2.1,573,1.10893977327712,0.837357605786765,2.073567867,3,,,0,3,3,0,0,0,5,1,2,2,1,2,1,1,2,2,6,,6,8,0,0,6,3,7,1,2,,,5,8,8,8,7,7,8,1,6,1,5,4,2,5,2,2,2,1,1,4,3,2,4,2,2,2,5,3,
ES,ESS1-6e01,1.0,26.11.2014,98270,ESS6e02_1,6,2.1,574,1.08656723145935,0.840575687216305,2.073567867,3,,,0,2,2,0,0,0,0,2,2,2,2,2,2,1,2,2,6,,5,5,5,5,5,10,10,4,3,,,5,1,1,1,5,5,5,4,5,1,3,3,4,4,4,4,3,2,2,4,3,4,2,2,2,4,1,2,
ES,ESS1-6e01,1.0,26.11.2014,98271,ESS6e02_1,6,2.1,575,1.08656723145935,1.33797247416385,2.073567867,4,,,1,1,1,0,0,0,0,2,2,2,2,2,2,2,2,1,3,,5,10,2,0,5,8,9,1,1,,,8,1,1,1,8,8,8,1,4,1,1,1,1,1,1,1,3,1,1,3,1,3,1,1,2,2,3,2,
ES,ESS1-6e01,1.0,26.11.2014,98272,ESS6e02_1,6,2.1,576,0.889071619087468,1.28667806432836,2.073567867,1,,,0,0,5,0,0,0,3,1,2,2,2,2,1,2,2,2,6,,3,6,0,2,0,0,4,1,2,,,10,1,1,1,10,9,9,3,5,1,4,1,4,4,1,4,3,1,1,3,1,4,1,4,2,2,3,3,
ES,ESS1-6e01,1.0,26.11.2014,98273,ESS6e02_1,6,2.1,578,0.918753843848565,0.783794332074887,2.073567867,1,,,3,3,7,1,0,5,5,1,2,2,2,2,2,2,2,1,3,,4,8,1,3,4,6,8,1,2,,,8,3,7,3,7,8,7,2,3,3,5,2,5,5,3,2,3,2,1,2,1,5,2,2,1,3,2,2,
ES,ESS1-6e01,1.0,26.11.2014,98274,ESS6e02_1,6,2.1,579,1.0904466424637,0.84357682554837,2.073567867,4,,,0,2,5,2,2,7,7,1,2,2,2,2,2,2,2,1,2,,0,8,0,0,5,8,4,2,2,,,10,2,2,2,8,8,4,2,4,3,2,2,4,4,4,2,3,4,2,1,2,4,1,5,2,2,4,5,
ES,ESS1-6e01,1.0,26.11.2014,98275,ESS6e02_1,6,2.1,580,1.14148980711829,1.14682670794521,2.073567867,3,,,1,5,7,0,0,3,7,1,2,2,2,1,1,1,2,1,2,,5,8,3,1,5,4,6,2,1,,,8,2,2,2,7,7,6,2,4,1,3,1,3,5,1,4,4,1,2,3,1,4,2,3,1,1,4,3,
ES,ESS1-6e01,1.0,26.11.2014,98276,ESS6e02_1,6,2.1,582,1.09713117772929,0.93596908951713,2.073567867,2,,,3,6,6,0,0,2,7,1,2,2,2,2,2,2,2,2,6,,6,5,0,4,6,6,3,1,1,,,7,2,2,2,5,5,5,1,5,1,5,1,1,2,1,1,5,1,1,1,1,4,3,5,1,1,4,2,
ES,ESS1-6e01,1.0,26.11.2014,98277,ESS6e02_1,6,2.1,583,1.06043586081519,0.920588549311451,2.073567867,3,,,4,2,2,0,0,3,3,1,2,2,2,2,2,2,2,2,6,,6,2,0,3,4,3,0,2,3,,,5,3,4,3,8,3,2,2,5,2,3,2,1,5,3,1,2,4,1,4,2,1,1,5,2,2,5,1,
ES,ESS1-6e01,1.0,26.11.2014,98278,ESS6e02_1,6,2.1,585,0.921861071637127,0.786445126638381,2.073567867,4,,,0,0,10,0,0,1,0,1,1,2,2,1,1,1,1,2,6,,2,0,1,0,4,2,5,2,2,,,5,1,1,1,8,8,8,5,5,2,5,2,5,5,2,2,2,2,3,5,2,2,2,5,2,2,5,5,
ES,ESS1-6e01,1.0,26.11.2014,98279,ESS6e02_1,6,2.1,587,1.07544506373337,1.07130436686643,2.073567867,4,,,88,0,0,0,0,88,88,1,2,2,2,2,2,2,1,8,6,,4,5,0,3,88,5,7,3,2,,,0,3,3,3,0,88,10,2,5,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,98280,ESS6e02_1,6,2.1,590,0.918942811093846,0.639284381833841,2.073567867,4,,,6,6,7,1,1,3,6,2,2,2,2,2,2,2,2,2,6,,88,3,5,1,5,7,6,8,3,,,7,3,3,2,5,5,5,5,2,2,2,2,4,3,2,2,2,4,3,4,2,4,4,4,2,4,6,3,
ES,ESS1-6e01,1.0,26.11.2014,98281,ESS6e02_1,6,2.1,592,1.08452861696391,1.0619915432937,2.073567867,4,,,6,1,3,0,0,88,88,1,2,2,2,2,2,2,2,2,6,,5,8,3,3,7,5,9,3,2,,,10,2,2,2,5,5,5,5,4,2,4,2,5,5,2,2,3,2,4,4,2,5,2,2,2,4,3,3,
ES,ESS1-6e01,1.0,26.11.2014,98282,ESS6e02_1,6,2.1,593,0.947348109571571,0.681807544392108,2.073567867,4,,,5,5,6,4,4,4,4,2,2,2,2,2,2,2,2,2,6,,5,8,5,5,5,6,6,3,3,,,5,2,2,2,5,5,5,3,4,2,3,2,4,3,1,2,4,1,1,4,2,3,2,5,1,2,5,3,
ES,ESS1-6e01,1.0,26.11.2014,98283,ESS6e02_1,6,2.1,595,1.11410925503401,1.53902504799994,2.073567867,3,,,2,5,3,2,0,6,5,1,2,2,2,2,2,2,2,2,6,,5,7,1,4,5,3,4,1,1,,,4,2,3,3,3,3,3,2,6,2,6,2,5,1,2,1,5,4,1,5,1,5,2,6,2,1,3,5,
ES,ESS1-6e01,1.0,26.11.2014,98284,ESS6e02_1,6,2.1,596,1.10893977327712,1.10467011396016,2.073567867,1,,,8,5,6,3,0,8,7,1,2,2,2,2,2,2,2,1,1,,6,8,0,5,7,5,6,2,2,,,6,2,1,2,7,7,7,1,5,1,3,1,3,3,2,1,6,2,2,6,6,6,1,2,2,2,2,6,
ES,ESS1-6e01,1.0,26.11.2014,98285,ESS6e02_1,6,2.1,598,1.06402840365264,1.28053044562321,2.073567867,4,,,6,4,7,0,0,5,88,1,2,2,2,2,2,2,2,2,6,,5,8,3,6,6,2,6,1,1,,,4,3,3,3,88,4,2,1,1,1,2,1,5,2,2,1,2,5,1,2,1,2,1,5,1,1,1,1,
ES,ESS1-6e01,1.0,26.11.2014,98286,ESS6e02_1,6,2.1,599,1.08949573523162,0.929455247985621,2.073567867,3,,,3,4,8,0,1,4,5,2,2,2,2,1,1,1,1,1,3,,3,9,3,0,0,4,4,3,1,,,7,2,2,2,5,5,5,3,5,2,3,2,4,5,4,2,1,2,2,4,2,5,1,4,1,4,2,2,
ES,ESS1-6e01,1.0,26.11.2014,98287,ESS6e02_1,6,2.1,600,1.08983138577591,0.799862306815206,2.073567867,3,,,5,3,1,0,4,5,7,1,2,2,2,1,2,1,2,2,6,,7,7,2,3,1,3,7,2,2,,,5,3,3,1,5,2,5,2,5,4,3,2,2,1,3,1,2,1,1,3,1,5,5,4,2,1,1,2,
ES,ESS1-6e01,1.0,26.11.2014,98288,ESS6e02_1,6,2.1,601,1.09643398147034,1.19259472930826,2.073567867,2,,,2,3,6,1,1,5,6,1,1,2,2,2,2,2,2,2,6,,6,9,2,5,3,5,7,2,2,,,5,2,2,2,5,5,5,1,3,3,2,2,2,1,3,3,3,1,2,1,1,4,1,1,2,2,1,5,
ES,ESS1-6e01,1.0,26.11.2014,98289,ESS6e02_1,6,2.1,602,1.11305933184775,0.789637265506077,2.073567867,1,,,4,4,5,3,3,3,4,1,2,2,2,2,2,2,2,2,6,,6,6,3,3,3,4,3,2,3,,,5,2,4,3,5,6,5,2,4,2,4,2,4,2,2,2,4,4,2,5,2,5,1,3,2,1,2,4,
ES,ESS1-6e01,1.0,26.11.2014,98290,ESS6e02_1,6,2.1,603,0.889443705795864,0.808041498195174,2.073567867,2,,,5,8,2,6,4,5,0,2,2,2,2,2,2,1,2,2,6,,77,8,2,1,2,3,88,2,1,,,5,2,2,2,3,2,2,5,2,2,2,2,1,5,2,2,5,2,2,2,3,2,2,2,2,1,2,2,
ES,ESS1-6e01,1.0,26.11.2014,98291,ESS6e02_1,6,2.1,604,0.944956799718669,0.731024909354846,2.073567867,2,,,5,5,8,3,3,88,88,1,2,2,2,2,2,2,2,2,6,,5,5,5,5,5,5,5,3,7,,,88,3,3,3,4,8,5,2,4,1,4,1,2,2,1,2,4,1,1,4,1,5,2,4,1,1,1,2,
ES,ESS1-6e01,1.0,26.11.2014,98292,ESS6e02_1,6,2.1,605,0.84011139200849,1.13599246753461,2.073567867,3,,,2,6,8,1,0,3,2,2,2,2,2,2,1,1,2,1,3,,3,9,3,2,4,6,6,1,1,,,5,1,1,1,9,9,9,3,4,1,4,1,3,4,1,1,1,1,1,3,3,3,3,3,1,1,4,3,
ES,ESS1-6e01,1.0,26.11.2014,98293,ESS6e02_1,6,2.1,608,0.914944604896958,0.99518815764616,2.073567867,3,,,5,5,9,5,5,5,5,1,1,1,1,1,1,2,1,1,3,,1,7,4,3,7,6,6,2,2,,,5,2,2,2,7,7,7,1,5,1,3,1,1,4,2,2,3,1,1,4,1,3,3,5,2,2,6,2,
ES,ESS1-6e01,1.0,26.11.2014,98294,ESS6e02_1,6,2.1,612,0.921905436479583,1.00275947566991,2.073567867,1,,,5,4,9,6,5,3,4,1,1,1,1,1,1,1,2,1,1,,6,9,6,9,9,5,6,4,2,,,5,2,2,2,7,5,6,2,5,1,1,2,2,2,1,1,3,1,1,2,1,3,2,3,1,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,98295,ESS6e02_1,6,2.1,613,0.966449550047171,1.16309683865718,2.073567867,3,,,0,0,4,0,0,0,88,1,2,2,2,2,2,2,2,2,6,,3,5,0,0,3,5,5,1,2,,,5,4,4,4,88,5,5,2,5,2,4,2,2,2,2,2,5,5,2,5,2,5,2,4,2,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,98296,ESS6e02_1,6,2.1,614,0.925605701664651,0.831964518430044,2.073567867,3,,,3,2,3,0,0,0,0,2,2,2,2,2,2,1,2,2,6,,5,0,0,0,1,3,5,1,2,,,10,1,1,1,10,10,10,1,6,1,5,1,2,2,2,1,5,1,2,3,2,5,2,5,1,2,1,4,
ES,ESS1-6e01,1.0,26.11.2014,98297,ESS6e02_1,6,2.1,616,0.970102946562656,1.14765118336089,2.073567867,4,,,5,8,5,4,4,3,4,1,2,2,1,2,2,2,2,2,6,,4,10,2,4,4,6,6,1,2,,,5,2,2,2,5,5,3,2,5,1,5,1,1,5,2,2,5,3,1,5,5,5,1,4,2,1,2,4,
ES,ESS1-6e01,1.0,26.11.2014,98298,ESS6e02_1,6,2.1,620,1.02552976507267,1.43387992209947,2.073567867,2,,,6,4,7,5,4,7,6,1,1,2,2,2,2,2,2,2,6,,5,6,4,4,4,6,5,2,2,,,5,7,7,7,77,7,77,2,5,1,5,2,3,1,2,2,4,3,2,3,2,6,2,5,1,1,2,5,
ES,ESS1-6e01,1.0,26.11.2014,98299,ESS6e02_1,6,2.1,622,1.05100593960581,1.2018885204078,2.073567867,2,,,8,0,10,5,5,9,9,1,2,2,2,2,2,2,2,1,2,,9,10,0,10,10,5,6,2,2,,,8,2,3,4,5,8,4,1,4,1,1,1,2,1,1,1,4,2,1,2,1,6,1,1,1,1,3,3,
