cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,polintr,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtdgcl,mmbprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
ES,ESS1-6e01,1.0,26.11.2014,94293,ESS4e04_3,4,4.3,1315,0.298,0.496594235746654,1.50092092391304,4,1,3,4,1,5,0,0,88,5,1,2,2,1,2,2,2,2,2,6,2,5,8,2,2,10,2,8,1,1,1,3,88,8,8,8,88,8,88,4,5,2,6,2,3,8,2,3,2,1,1,5,1,4,1,4,2,1,3,3,
ES,ESS1-6e01,1.0,26.11.2014,94294,ESS4e04_3,4,4.3,1319,0.73,0.825457480505733,1.50092092391304,3,3,4,5,6,9,5,5,5,7,1,2,2,2,2,2,2,2,2,6,2,5,10,3,2,5,8,8,2,2,2,2,2,2,2,4,3,6,5,1,4,1,2,1,2,2,1,4,4,2,1,4,1,2,2,5,1,3,2,2,
ES,ESS1-6e01,1.0,26.11.2014,94295,ESS4e04_3,4,4.3,1321,0.7445,1.05002642753972,1.50092092391304,2,3,3,5,4,7,6,6,6,6,1,2,2,2,2,2,2,2,1,2,2,3,8,4,5,6,4,5,2,1,3,3,8,3,3,3,5,6,5,2,2,2,2,2,3,2,4,5,3,4,1,3,2,5,2,4,1,2,4,4,
ES,ESS1-6e01,1.0,26.11.2014,94296,ESS4e04_3,4,4.3,1322,0.6736,0.55653379779288,1.50092092391304,3,5,2,0,4,7,0,0,0,88,3,2,2,2,2,2,2,2,2,6,2,5,10,2,5,9,8,6,1,1,1,1,0,4,4,4,2,88,2,3,4,2,4,2,2,4,1,3,2,1,1,4,3,2,4,2,1,3,4,1,
ES,ESS1-6e01,1.0,26.11.2014,94297,ESS4e04_3,4,4.3,1323,0.7545,0.6390524954754,1.50092092391304,2,3,3,6,4,7,3,3,5,88,1,2,2,2,2,2,2,2,1,4,2,2,9,3,3,5,2,4,2,1,2,2,8,3,2,3,5,3,5,1,3,1,3,2,3,3,1,2,3,2,2,3,3,3,1,4,2,3,2,3,
ES,ESS1-6e01,1.0,26.11.2014,94298,ESS4e04_3,4,4.3,1324,1.6676,1.03902823904104,1.50092092391304,2,1,4,8,6,6,5,5,7,6,1,2,2,2,1,1,1,2,1,6,2,77,10,5,5,5,6,7,2,1,1,1,5,4,4,4,2,2,0,1,4,2,4,1,1,2,2,3,1,1,1,4,2,1,3,3,1,1,6,1,
ES,ESS1-6e01,1.0,26.11.2014,94299,ESS4e04_3,4,4.3,1326,0.3666,0.321321481416103,1.50092092391304,3,4,3,6,6,7,5,5,6,6,3,2,2,2,2,2,2,2,7,6,2,5,8,6,5,7,8,7,2,2,2,3,6,3,3,3,5,5,4,2,4,2,4,2,2,3,3,3,2,2,2,4,2,4,2,3,2,2,3,2,
ES,ESS1-6e01,1.0,26.11.2014,94300,ESS4e04_3,4,4.3,1327,1.6676,1.28761050349283,1.50092092391304,4,4,2,5,4,6,4,4,4,88,2,2,2,2,2,2,2,2,2,6,2,88,7,3,3,5,6,0,2,1,1,8,88,4,4,4,0,0,0,2,5,1,5,1,4,1,1,1,5,2,1,5,1,6,2,4,1,1,2,4,
ES,ESS1-6e01,1.0,26.11.2014,94301,ESS4e04_3,4,4.3,1328,1.0107,1.02980852177768,1.50092092391304,2,1,5,3,0,4,0,4,1,0,2,2,2,2,2,2,2,2,1,3,2,5,8,3,0,3,1,5,2,1,4,2,3,3,4,4,0,2,1,4,3,2,5,1,1,6,5,6,4,2,1,5,1,5,2,5,1,1,1,4,
ES,ESS1-6e01,1.0,26.11.2014,94302,ESS4e04_3,4,4.3,1329,1.0268,1.1024728187254,1.50092092391304,3,3,4,5,7,7,5,7,5,5,2,2,2,2,2,1,2,2,2,6,2,5,8,4,3,8,4,4,2,1,4,1,7,2,2,2,5,6,5,1,4,2,2,3,1,3,3,1,2,2,1,4,2,4,4,3,2,3,5,3,
ES,ESS1-6e01,1.0,26.11.2014,94303,ESS4e04_3,4,4.3,1333,1.6676,2.29108793176294,1.50092092391304,3,3,4,8,4,6,3,3,7,88,1,2,2,2,2,2,2,2,2,6,2,8,10,3,3,9,0,5,1,7,1,2,88,3,3,3,8,7,8,3,6,1,3,1,5,1,2,1,3,1,1,4,1,6,1,1,1,1,1,2,
ES,ESS1-6e01,1.0,26.11.2014,94304,ESS4e04_3,4,4.3,1334,1.4205,1.29778357241506,1.50092092391304,7,7,7,9,9,9,9,9,9,9,7,1,1,1,1,1,1,1,1,6,7,77,9,9,8,8,7,7,1,1,1,1,77,3,3,3,7,7,10,2,5,2,4,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,
ES,ESS1-6e01,1.0,26.11.2014,94305,ESS4e04_3,4,4.3,1335,1.621,1.38167479133453,1.50092092391304,3,2,2,5,3,5,1,1,88,5,1,2,2,2,2,2,2,2,2,6,2,6,10,8,2,6,6,6,4,1,1,4,8,2,2,2,5,6,6,3,5,2,3,2,2,2,2,2,5,4,2,3,2,1,2,2,2,1,4,5,
ES,ESS1-6e01,1.0,26.11.2014,94306,ESS4e04_3,4,4.3,1336,0.8058,0.502068214811265,1.50092092391304,1,3,4,6,6,6,6,4,5,2,1,2,2,2,2,1,2,2,1,1,2,0,7,2,4,4,6,9,1,1,1,2,3,1,1,1,8,10,8,5,6,2,5,3,2,5,2,2,2,2,2,5,5,5,4,5,2,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,94307,ESS4e04_3,4,4.3,1337,0.1627,0.20989622061981,1.50092092391304,2,2,2,6,4,8,3,3,5,5,3,2,2,1,2,2,2,1,2,6,2,7,3,3,4,4,8,8,1,1,1,4,8,1,3,2,4,5,9,2,5,2,6,3,6,1,1,1,4,2,3,6,1,6,3,6,3,1,5,5,
ES,ESS1-6e01,1.0,26.11.2014,94308,ESS4e04_3,4,4.3,1338,1.1822,0.945073233689177,1.50092092391304,4,8,2,4,2,4,0,2,4,2,2,2,2,2,2,2,2,2,2,6,2,5,8,2,5,5,5,77,1,1,1,4,7,3,3,3,3,5,2,3,5,1,4,1,1,4,2,2,2,2,1,3,1,4,1,5,1,1,2,1,
ES,ESS1-6e01,1.0,26.11.2014,94309,ESS4e04_3,4,4.3,1339,1.4257,1.96039899943545,1.50092092391304,1,2,4,7,8,8,5,6,7,8,1,1,2,1,2,1,2,2,1,1,2,10,9,8,2,6,88,88,4,2,1,3,6,3,3,3,6,9,6,1,4,1,1,1,3,1,1,3,5,1,2,3,1,5,1,1,1,1,3,5,
ES,ESS1-6e01,1.0,26.11.2014,94310,ESS4e04_3,4,4.3,1340,1.32,1.14414316730177,1.50092092391304,4,4,2,7,5,6,4,3,3,3,2,2,2,2,2,2,2,2,2,6,2,7,7,5,5,7,6,6,2,4,2,3,5,3,3,3,4,5,5,3,4,2,4,2,3,2,2,2,3,2,2,4,2,5,2,2,2,2,2,4,
ES,ESS1-6e01,1.0,26.11.2014,94311,ESS4e04_3,4,4.3,1341,1.2029,0.917776771164054,1.50092092391304,4,4,1,4,1,7,1,1,88,5,2,2,2,2,2,2,2,2,2,6,2,5,8,3,3,7,8,8,2,1,1,4,2,8,2,2,5,5,5,1,3,2,2,2,2,3,3,3,2,1,2,4,4,2,3,4,1,3,5,1,
ES,ESS1-6e01,1.0,26.11.2014,94312,ESS4e04_3,4,4.3,1342,0.8058,0.622185502347398,1.50092092391304,4,3,3,5,2,8,0,0,3,5,1,2,2,2,2,2,2,2,2,6,2,5,8,0,0,6,3,2,4,2,1,3,0,8,8,8,0,7,0,1,5,1,2,1,1,1,1,2,1,1,1,5,1,1,1,1,2,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,94313,ESS4e04_3,4,4.3,1344,0.3666,0.494594936109685,1.50092092391304,3,3,2,7,5,5,4,4,6,6,1,2,2,2,2,2,2,2,2,6,2,77,8,6,5,7,5,7,2,2,2,2,7,2,2,2,6,7,5,2,3,2,3,2,3,3,2,3,2,2,2,3,2,3,2,3,2,2,3,2,
ES,ESS1-6e01,1.0,26.11.2014,94314,ESS4e04_3,4,4.3,1346,1.3475,1.27076513382805,1.50092092391304,3,1,4,77,5,9,4,4,5,8,1,2,2,2,2,1,1,2,2,6,2,5,8,0,0,7,7,6,2,1,4,5,10,3,2,2,6,7,7,2,4,1,3,1,1,2,1,1,5,2,2,2,2,2,1,2,1,2,1,5,
ES,ESS1-6e01,1.0,26.11.2014,94315,ESS4e04_3,4,4.3,1348,1.6676,1.5177950250957,1.50092092391304,3,2,4,7,6,7,1,1,88,88,1,2,2,2,2,2,2,2,2,6,2,5,8,6,1,9,2,4,4,1,1,2,88,3,3,3,3,5,7,1,5,1,1,1,5,2,1,1,5,3,3,5,1,3,1,5,2,1,6,6,
ES,ESS1-6e01,1.0,26.11.2014,94316,ESS4e04_3,4,4.3,1349,1.288,1.12545078343229,1.50092092391304,4,3,3,7,5,5,4,3,5,8,1,2,2,2,2,2,2,2,1,2,2,7,8,3,2,7,5,6,2,2,1,3,1,3,3,3,3,5,2,5,5,1,4,1,6,1,1,2,5,3,2,4,1,5,1,2,2,2,2,6,
ES,ESS1-6e01,1.0,26.11.2014,94317,ESS4e04_3,4,4.3,1350,1.1327,1.21146544416485,1.50092092391304,4,4,1,3,3,3,3,3,4,3,1,2,2,2,2,2,2,2,2,6,2,5,6,4,4,7,6,7,1,1,3,3,5,3,3,3,3,5,5,3,2,2,4,2,4,4,3,2,3,3,2,4,2,5,3,3,2,3,2,4,
ES,ESS1-6e01,1.0,26.11.2014,94318,ESS4e04_3,4,4.3,1351,1.3708,1.0574833057801,1.50092092391304,3,3,3,4,4,8,3,4,3,4,7,2,2,2,2,2,2,2,2,6,2,5,4,2,2,4,5,7,2,1,3,3,4,2,2,2,5,7,5,1,5,1,3,1,1,2,2,1,3,1,1,4,1,4,1,2,1,1,1,1,
ES,ESS1-6e01,1.0,26.11.2014,94319,ESS4e04_3,4,4.3,1355,1.6676,1.42203319132727,1.50092092391304,4,5,3,88,88,88,88,88,88,88,3,2,2,2,2,2,2,2,2,6,2,88,6,5,2,88,7,9,1,1,1,3,88,1,1,1,8,8,8,3,6,2,5,2,4,3,4,2,6,2,3,5,2,6,2,5,2,2,1,6,
ES,ESS1-6e01,1.0,26.11.2014,94320,ESS4e04_3,4,4.3,1356,0.6736,0.703994165129995,1.50092092391304,4,5,1,1,5,5,1,1,88,88,2,2,2,2,2,2,2,2,2,6,2,5,8,5,88,5,5,8,1,2,1,2,88,1,1,1,88,5,5,2,4,2,3,1,5,2,2,2,2,2,2,5,2,5,2,2,1,1,1,4,
ES,ESS1-6e01,1.0,26.11.2014,94321,ESS4e04_3,4,4.3,1360,1.4448,1.13969112094302,1.50092092391304,3,5,2,5,6,8,4,4,5,5,1,2,2,2,2,2,2,2,2,6,2,9,8,5,4,6,3,6,4,2,2,2,7,2,2,2,7,5,4,3,3,1,4,1,1,4,2,2,1,2,1,4,2,1,1,5,2,1,1,2,
ES,ESS1-6e01,1.0,26.11.2014,94322,ESS4e04_3,4,4.3,1361,1.4448,1.23308220718246,1.50092092391304,2,4,3,3,1,5,3,3,3,5,1,2,2,2,2,2,1,2,1,6,1,3,6,4,3,3,4,3,1,2,2,4,9,3,3,3,8,9,5,3,5,2,5,2,3,5,2,2,2,2,2,4,4,5,2,2,2,2,4,4,
ES,ESS1-6e01,1.0,26.11.2014,94323,ESS4e04_3,4,4.3,1362,1.0909,1.85775933884943,1.50092092391304,2,3,3,5,5,5,5,5,5,5,3,2,2,2,2,2,2,2,1,2,2,0,8,8,8,8,10,9,2,2,2,2,10,3,3,3,8,8,8,2,5,2,1,2,2,2,1,3,2,2,2,3,2,3,2,3,2,5,3,2,
ES,ESS1-6e01,1.0,26.11.2014,94324,ESS4e04_3,4,4.3,1363,0.7445,0.630582614819662,1.50092092391304,3,3,3,5,5,4,4,4,5,4,1,2,2,2,2,2,2,2,2,6,2,3,6,6,5,9,6,3,1,2,2,2,4,2,2,2,4,4,3,3,5,3,3,2,3,2,3,2,4,2,2,5,2,3,1,4,3,4,2,3,
ES,ESS1-6e01,1.0,26.11.2014,94325,ESS4e04_3,4,4.3,1365,0.8058,0.687139809049841,1.50092092391304,4,4,2,88,3,6,3,88,88,88,3,2,2,2,2,2,2,2,2,6,2,88,5,3,5,7,88,4,8,4,3,2,88,1,1,1,8,9,5,3,4,2,4,4,4,2,3,4,5,2,2,2,2,3,1,2,3,2,3,2,
ES,ESS1-6e01,1.0,26.11.2014,94326,ESS4e04_3,4,4.3,1367,1.6676,1.07515559569567,1.50092092391304,2,3,3,6,7,9,5,5,6,5,1,1,2,2,2,1,2,2,2,6,2,5,6,4,6,7,4,6,2,2,2,4,8,3,3,3,6,6,6,3,3,2,2,1,2,2,2,4,3,5,2,3,2,5,2,3,2,2,3,3,
ES,ESS1-6e01,1.0,26.11.2014,94327,ESS4e04_3,4,4.3,1368,0.1627,0.219505172135968,1.50092092391304,2,2,4,5,5,6,5,4,6,5,1,2,2,1,2,1,2,2,1,2,2,6,8,3,3,7,3,3,2,1,1,2,7,2,2,2,7,7,7,2,5,2,2,4,4,2,2,3,2,2,2,2,2,3,2,3,2,3,1,3,
ES,ESS1-6e01,1.0,26.11.2014,94328,ESS4e04_3,4,4.3,1369,1.5467,1.40775579594358,1.50092092391304,3,3,3,5,5,8,5,5,5,8,1,2,2,2,2,2,2,2,2,6,2,5,6,3,5,6,6,7,1,1,1,3,2,2,2,2,7,7,5,2,5,1,2,1,4,4,2,2,4,1,4,5,2,6,2,5,4,4,4,4,
ES,ESS1-6e01,1.0,26.11.2014,94329,ESS4e04_3,4,4.3,1370,1.4257,0.888308083713602,1.50092092391304,3,3,3,6,6,4,5,5,5,3,1,2,2,2,2,2,2,2,1,3,2,3,6,8,8,8,7,10,4,1,1,3,8,3,3,3,6,7,5,2,5,1,2,1,1,2,1,1,3,1,2,1,1,5,1,4,1,1,1,1,
ES,ESS1-6e01,1.0,26.11.2014,94330,ESS4e04_3,4,4.3,1373,1.3763,0.995385528264474,1.50092092391304,3,2,4,4,2,7,1,2,5,7,1,2,2,2,2,1,2,2,1,2,2,10,10,0,1,1,2,3,2,2,2,2,1,3,3,3,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,
ES,ESS1-6e01,1.0,26.11.2014,94331,ESS4e04_3,4,4.3,1374,0.7545,0.772513128890889,1.50092092391304,3,3,3,5,7,7,5,5,5,5,1,2,2,2,2,2,2,2,2,6,2,5,9,5,5,4,7,7,2,2,2,2,2,3,3,3,4,4,4,2,4,2,4,2,3,2,2,3,3,2,1,4,2,5,2,2,1,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,94332,ESS4e04_3,4,4.3,1375,0.4298,0.332985437092105,1.50092092391304,2,3,2,3,5,8,4,4,8,5,1,2,2,2,2,2,2,2,1,2,2,7,8,2,3,8,5,3,2,2,2,3,4,3,3,3,4,7,5,2,5,2,2,2,4,2,2,2,5,4,2,4,3,5,2,2,2,3,2,4,
ES,ESS1-6e01,1.0,26.11.2014,94333,ESS4e04_3,4,4.3,1377,1.4257,0.910649891004822,1.50092092391304,4,5,5,88,7,7,5,5,88,88,1,2,2,2,2,2,2,2,2,6,2,2,7,5,5,5,4,8,1,5,1,8,88,4,4,4,0,0,0,6,6,4,6,1,6,1,1,1,5,1,1,6,1,6,8,1,1,1,2,1,
ES,ESS1-6e01,1.0,26.11.2014,94334,ESS4e04_3,4,4.3,1378,1.4257,1.29872092960489,1.50092092391304,2,3,4,4,6,6,4,5,88,4,1,2,2,2,2,2,2,2,1,3,2,5,7,4,5,5,6,8,2,2,2,2,3,3,3,4,7,7,5,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,1,2,3,2,
ES,ESS1-6e01,1.0,26.11.2014,94335,ESS4e04_3,4,4.3,1379,0.298,0.233040410169851,1.50092092391304,4,4,2,4,2,5,0,0,0,0,2,2,2,2,2,2,2,2,2,6,2,77,5,2,2,5,5,5,1,8,8,4,5,8,8,8,88,88,3,3,5,2,4,1,3,2,3,2,5,3,2,5,1,5,2,3,2,3,4,4,
ES,ESS1-6e01,1.0,26.11.2014,94336,ESS4e04_3,4,4.3,1381,1.4777,1.59325983596769,1.50092092391304,4,5,5,6,7,8,5,5,88,88,2,2,2,2,2,2,2,2,2,6,2,7,5,7,5,5,6,7,2,1,2,3,8,2,2,2,5,5,5,5,2,1,4,1,5,2,1,2,5,3,1,5,1,6,1,2,2,2,1,6,
ES,ESS1-6e01,1.0,26.11.2014,94337,ESS4e04_3,4,4.3,1382,0.4298,0.402526590075768,1.50092092391304,4,5,2,5,2,6,0,0,5,7,1,2,2,2,2,2,2,2,2,6,2,4,7,3,0,6,6,5,2,2,1,4,3,3,3,3,5,6,4,2,6,2,2,2,3,4,1,2,6,2,1,3,1,3,2,6,1,2,2,4,
ES,ESS1-6e01,1.0,26.11.2014,94338,ESS4e04_3,4,4.3,1383,1.2029,1.07249567508379,1.50092092391304,4,4,2,2,2,6,2,2,2,5,1,2,2,2,2,2,2,2,1,2,2,2,9,6,5,5,5,5,2,1,8,2,5,8,2,2,5,3,2,2,5,3,3,2,2,8,2,2,2,2,2,4,2,4,1,3,1,2,4,3,
ES,ESS1-6e01,1.0,26.11.2014,94339,ESS4e04_3,4,4.3,1384,0.4298,0.332985437092105,1.50092092391304,3,4,4,5,5,5,4,4,6,6,1,2,2,2,2,2,2,2,1,2,2,7,8,6,5,6,6,7,2,3,2,2,6,3,3,3,5,7,5,2,4,2,2,3,4,2,2,2,6,4,2,4,3,4,2,4,2,3,2,4,
ES,ESS1-6e01,1.0,26.11.2014,94340,ESS4e04_3,4,4.3,1385,0.8058,0.804448311258911,1.50092092391304,1,1,4,8,3,8,8,8,8,8,3,2,2,2,2,2,2,2,1,1,2,77,6,3,5,8,5,9,2,1,1,2,4,3,3,3,8,8,8,1,1,1,1,1,1,2,1,1,1,1,1,4,2,2,2,6,1,2,6,3,
ES,ESS1-6e01,1.0,26.11.2014,94341,ESS4e04_3,4,4.3,1386,0.3666,0.284021547784936,1.50092092391304,4,4,2,6,7,5,5,4,5,6,1,2,2,1,2,2,1,2,1,2,2,3,10,3,7,8,8,4,1,2,1,2,3,3,3,3,2,4,7,3,2,3,2,1,2,3,1,4,1,4,2,2,3,2,3,3,1,3,1,4,
ES,ESS1-6e01,1.0,26.11.2014,94342,ESS4e04_3,4,4.3,1388,1.6676,1.85487032199332,1.50092092391304,2,1,1,7,7,8,6,6,7,7,1,2,2,2,2,2,2,1,1,1,2,8,9,5,4,6,6,6,1,1,1,1,88,4,4,4,3,2,3,2,2,1,2,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,2,2,
ES,ESS1-6e01,1.0,26.11.2014,94343,ESS4e04_3,4,4.3,1390,1.4415,3.53473655414851,1.50092092391304,2,3,2,6,4,7,4,4,88,6,2,2,2,2,2,2,2,1,1,4,2,3,8,3,5,7,7,7,4,1,1,3,7,1,1,1,7,3,8,3,5,1,5,1,5,6,1,1,1,1,1,1,2,5,2,2,1,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,94344,ESS4e04_3,4,4.3,1392,0.6736,0.645457780463541,1.50092092391304,3,5,2,0,5,4,0,0,5,5,1,2,2,2,2,2,2,2,2,6,2,5,10,0,0,2,0,0,1,2,8,8,2,3,3,3,0,0,0,1,2,1,2,2,1,3,2,2,1,1,2,2,2,2,2,2,2,2,1,1,
ES,ESS1-6e01,1.0,26.11.2014,94345,ESS4e04_3,4,4.3,1394,1.288,1.09783906924051,1.50092092391304,3,2,4,6,8,7,5,5,7,6,1,2,2,2,2,2,2,2,1,2,2,8,7,4,1,6,5,6,2,1,1,4,5,2,2,2,6,7,7,4,5,1,4,2,3,2,1,2,4,2,1,5,2,5,2,3,1,2,1,4,
ES,ESS1-6e01,1.0,26.11.2014,94346,ESS4e04_3,4,4.3,1395,1.6676,0.995107674334498,1.50092092391304,4,1,4,3,3,5,0,0,6,7,2,2,2,2,2,2,2,2,2,6,2,4,4,4,0,4,8,8,1,1,1,4,10,1,1,1,5,7,7,2,6,2,5,2,2,5,2,2,5,1,1,6,2,2,2,6,2,2,2,6,
ES,ESS1-6e01,1.0,26.11.2014,94347,ESS4e04_3,4,4.3,1396,1.5467,0.997207459740044,1.50092092391304,3,3,3,7,4,7,5,5,5,3,1,2,2,2,2,2,2,2,1,1,2,3,7,4,5,10,8,8,1,1,1,1,88,3,3,8,3,8,5,3,5,1,1,1,2,1,1,2,4,2,1,2,3,5,2,1,1,2,1,1,
ES,ESS1-6e01,1.0,26.11.2014,94348,ESS4e04_3,4,4.3,1397,1.5467,1.64508223510714,1.50092092391304,3,2,3,7,8,9,5,5,7,7,1,2,2,2,2,2,2,2,2,6,2,3,8,7,7,6,7,8,2,2,1,1,5,2,2,2,5,6,5,3,3,2,2,3,3,3,3,2,4,2,3,4,2,3,2,3,1,1,2,2,
ES,ESS1-6e01,1.0,26.11.2014,94349,ESS4e04_3,4,4.3,1399,0.298,0.261194221118382,1.50092092391304,4,3,3,5,4,7,5,3,5,4,3,2,2,2,2,2,2,2,2,6,2,77,6,4,5,5,7,6,8,1,8,3,6,2,2,2,7,7,7,2,5,2,3,2,1,4,1,5,2,3,2,5,2,3,3,3,1,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,94350,ESS4e04_3,4,4.3,1400,0.3666,0.265342116251457,1.50092092391304,2,3,2,7,6,7,6,6,7,7,1,1,1,1,1,1,1,1,1,6,2,5,9,6,7,8,5,6,1,1,1,2,7,1,1,1,8,8,7,2,5,1,4,1,4,4,1,2,5,2,2,2,1,5,2,1,2,1,3,6,
ES,ESS1-6e01,1.0,26.11.2014,94351,ESS4e04_3,4,4.3,1402,0.298,0.225209791004723,1.50092092391304,3,2,2,5,8,8,5,5,7,6,1,2,2,2,2,2,2,2,2,6,2,5,8,4,6,7,7,7,4,4,1,2,7,3,3,3,7,6,6,2,4,2,3,2,3,2,2,2,2,2,2,3,2,3,2,3,2,2,3,2,
ES,ESS1-6e01,1.0,26.11.2014,94352,ESS4e04_3,4,4.3,1403,1.4415,1.55422890542561,1.50092092391304,4,3,2,5,5,7,6,6,88,88,1,2,2,2,2,2,2,2,2,6,2,3,8,5,6,8,6,8,2,3,1,3,8,1,1,1,7,8,9,5,4,1,5,2,4,2,2,3,3,4,2,5,2,6,2,2,2,2,1,5,
ES,ESS1-6e01,1.0,26.11.2014,94353,ESS4e04_3,4,4.3,1408,0.1627,0.142605032805237,1.50092092391304,2,3,4,4,6,6,7,7,5,7,3,2,2,1,1,1,1,2,1,2,2,2,7,7,5,6,7,4,2,1,3,4,9,1,1,1,7,8,7,1,4,1,1,2,1,6,1,2,2,1,1,2,2,3,2,5,1,1,4,2,
ES,ESS1-6e01,1.0,26.11.2014,94354,ESS4e04_3,4,4.3,1409,0.73,0.624103034013037,1.50092092391304,2,3,4,6,5,5,6,5,6,6,3,2,2,2,2,2,2,2,2,6,2,88,88,7,6,7,5,6,2,4,3,2,5,1,1,1,7,7,5,2,3,2,3,3,3,3,3,2,3,3,2,5,2,4,2,2,4,4,4,4,
ES,ESS1-6e01,1.0,26.11.2014,94355,ESS4e04_3,4,4.3,1412,1.4257,0.881619977493132,1.50092092391304,3,4,1,6,7,8,4,4,6,6,1,2,2,2,2,2,2,2,2,6,2,8,5,4,3,8,5,4,1,1,1,1,4,2,2,2,6,5,4,2,5,1,5,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,4,1,
ES,ESS1-6e01,1.0,26.11.2014,94356,ESS4e04_3,4,4.3,1413,1.3475,1.29713640045315,1.50092092391304,1,2,4,3,3,7,5,3,6,7,1,2,2,2,2,2,2,2,1,2,2,4,1,5,5,4,6,4,2,1,1,5,9,2,2,2,7,7,6,1,5,1,4,1,1,2,1,1,5,2,2,5,1,5,1,1,1,1,2,2,
ES,ESS1-6e01,1.0,26.11.2014,94357,ESS4e04_3,4,4.3,1414,0.8058,0.687139809049841,1.50092092391304,3,3,2,7,10,8,5,5,7,5,2,2,2,2,2,2,2,2,2,6,2,5,9,5,4,7,10,7,1,1,1,1,3,3,3,3,8,7,6,2,5,3,3,1,2,2,3,2,4,2,2,3,2,4,2,5,3,3,4,4,
ES,ESS1-6e01,1.0,26.11.2014,94358,ESS4e04_3,4,4.3,1416,1.4257,1.12367606469234,1.50092092391304,4,5,1,8,3,7,88,88,88,88,1,2,2,2,2,2,2,2,1,3,2,4,6,2,88,8,7,8,1,2,1,8,88,3,3,3,1,2,3,2,5,1,5,1,3,1,1,1,2,1,1,1,1,4,1,2,1,1,1,2,
ES,ESS1-6e01,1.0,26.11.2014,94359,ESS4e04_3,4,4.3,1417,1.4415,1.5226308523241,1.50092092391304,2,3,3,3,5,6,3,3,5,3,1,2,2,2,2,2,2,2,1,2,2,8,8,2,4,7,7,8,2,2,1,4,5,4,4,4,5,5,5,3,3,1,3,1,3,2,2,2,3,1,1,3,1,4,2,4,1,2,3,3,
ES,ESS1-6e01,1.0,26.11.2014,94360,ESS4e04_3,4,4.3,1419,0.1627,0.127233807834345,1.50092092391304,2,3,3,5,5,7,4,4,5,5,1,2,2,2,2,2,2,2,2,6,2,4,8,5,5,5,7,8,3,2,2,2,8,3,4,3,5,8,6,2,5,2,2,2,3,3,2,2,4,2,2,3,3,4,2,3,2,2,3,4,
ES,ESS1-6e01,1.0,26.11.2014,94361,ESS4e04_3,4,4.3,1420,0.73,0.813174596352634,1.50092092391304,3,5,2,5,2,7,1,1,7,7,1,2,2,2,2,2,2,2,1,2,2,7,5,5,0,6,5,5,2,2,1,1,8,3,3,3,5,6,7,2,5,1,2,2,2,2,2,3,2,2,1,2,1,5,2,3,1,1,1,5,
ES,ESS1-6e01,1.0,26.11.2014,94362,ESS4e04_3,4,4.3,1421,0.7445,0.898545226322199,1.50092092391304,4,4,4,88,1,8,0,0,88,88,1,2,2,2,2,2,2,1,1,2,2,1,10,1,0,0,7,2,1,2,2,4,0,4,4,4,1,1,2,2,5,1,4,1,2,3,2,2,3,2,2,5,2,3,3,4,2,3,5,3,
ES,ESS1-6e01,1.0,26.11.2014,94363,ESS4e04_3,4,4.3,1422,1.4002,1.33394204399764,1.50092092391304,2,5,2,0,0,3,0,0,3,3,1,2,2,2,2,2,1,1,1,2,2,10,4,0,0,3,3,5,1,3,2,3,1,4,2,4,1,2,1,2,4,1,3,1,2,4,1,2,5,2,1,5,2,4,2,2,2,1,3,4,
